211928.00,4220.30726,N,07105.33903,W,1,06,1.91,6.9,M,-33.2,M,,*73
211929.00,4220.30722,N,07105.33904,W,1,06,1.91,6.6,M,-33.2,M,,*7E
211930.00,4220.30722,N,07105.33906,W,1,06,1.91,6.4,M,-33.2,M,,*76
211931.00,4220.30723,N,07105.33908,W,1,06,1.91,6.1,M,-33.2,M,,*7D
211932.00,4220.30723,N,07105.33911,W,1,06,1.91,5.9,M,-33.2,M,,*7D
211933.00,4220.30723,N,07105.33912,W,1,06,1.91,5.6,M,-33.2,M,,*70
211934.00,4220.30723,N,07105.33914,W,1,06,1.91,5.4,M,-33.2,M,,*73
211935.00,4220.30725,N,07105.33916,W,1,06,1.91,5.2,M,-33.2,M,,*70
211936.00,4220.30725,N,07105.33917,W,1,06,1.91,4.9,M,-33.2,M,,*78
211937.00,4220.30724,N,07105.33918,W,1,06,1.91,4.7,M,-33.2,M,,*79
211938.00,4220.30724,N,07105.33918,W,1,06,1.91,4.5,M,-33.2,M,,*74
211939.00,4220.30724,N,07105.33918,W,1,07,1.76,4.4,M,-33.2,M,,*7C
211940.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211941.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211942.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211943.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211944.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211945.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211946.00,4220.30725,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211947.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211948.00,4220.30722,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211949.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211950.00,4220.30721,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211951.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211951.00,4220.30722,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211952.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211953.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211954.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211955.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211956.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211957.00,4220.30725,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211958.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211959.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211960.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211961.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211962.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211963.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211964.00,4220.30727,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211965.00,4220.30726,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211966.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211967.00,4220.30726,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211968.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211969.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211970.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211971.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211972.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211972.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211973.00,4220.30722,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211974.00,4220.30721,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211975.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211976.00,4220.30722,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211977.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211978.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211979.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211980.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211981.00,4220.30723,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
211982.00,4220.30724,N,07105.33919,W,1,07,1.76,4.2,M,-33.2,M,,*72
